n_agents,n_families,panel,n,base_rate,auc_pr,lift,auroc,mean_disagreement
2,2,gpt-5.6-sol+qwen3.6-35b-a3b,782,0.18,0.458,2.54,0.762,0.166
2,2,gpt-5.6-sol+qwen3.6-plus,790,0.178,0.435,2.44,0.702,0.1
2,2,gpt-oss-120b+qwen3.6-plus,782,0.178,0.429,2.41,0.768,0.199
2,2,gpt-oss-120b+qwen3.6-27b,782,0.178,0.416,2.34,0.761,0.203
2,2,gpt-5.6-sol+qwen3.6-27b,790,0.178,0.415,2.33,0.713,0.125
2,1,gpt-oss-120b+gpt-5.6-sol,782,0.178,0.411,2.31,0.762,0.21
2,1,qwen3.6-27b+qwen3.6-plus,790,0.178,0.394,2.21,0.689,0.108
2,2,llama-3.3-70b-instruct+qwen3.6-plus,775,0.178,0.391,2.2,0.745,0.205
2,2,gpt-oss-120b+qwen3.6-35b-a3b,774,0.18,0.392,2.18,0.751,0.221
2,1,qwen3.6-35b-a3b+qwen3.6-plus,782,0.18,0.385,2.14,0.7,0.133
2,2,llama-3.3-70b-instruct+gpt-5.6-sol,775,0.178,0.379,2.13,0.739,0.209
2,1,qwen3.6-27b+qwen3.6-35b-a3b,782,0.18,0.379,2.1,0.702,0.143
2,2,gpt-oss-20b+qwen3.6-plus,788,0.179,0.367,2.05,0.755,0.277
2,2,llama-3.3-70b-instruct+qwen3.6-35b-a3b,767,0.18,0.357,1.98,0.722,0.215
2,2,llama-3.3-70b-instruct+qwen3.6-27b,775,0.178,0.338,1.9,0.699,0.187
2,2,gpt-oss-20b+qwen3.6-35b-a3b,781,0.181,0.337,1.86,0.723,0.266
2,1,gpt-oss-20b+gpt-5.6-sol,788,0.179,0.331,1.85,0.719,0.264
2,2,gpt-oss-20b+qwen3.6-27b,788,0.179,0.329,1.84,0.718,0.266
2,2,llama-4-maverick+gpt-5.6-sol,790,0.178,0.321,1.8,0.709,0.259
2,2,llama-4-maverick+qwen3.6-plus,790,0.178,0.314,1.76,0.702,0.257
2,2,llama-3.3-70b-instruct+gpt-oss-120b,767,0.177,0.291,1.64,0.671,0.219
2,2,llama-4-maverick+qwen3.6-27b,790,0.178,0.287,1.61,0.673,0.248
2,2,llama-4-maverick+qwen3.6-35b-a3b,782,0.18,0.289,1.6,0.675,0.26
2,2,llama-4-maverick+gpt-oss-120b,782,0.178,0.267,1.5,0.659,0.279
2,2,llama-4-maverick+gpt-oss-20b,788,0.179,0.265,1.48,0.659,0.313
2,1,gpt-oss-20b+gpt-oss-120b,780,0.178,0.251,1.41,0.628,0.222
2,2,llama-3.1-8b-instruct+gpt-5.6-sol,781,0.181,0.249,1.38,0.652,0.467
2,1,llama-3.3-70b-instruct+llama-4-maverick,775,0.178,0.243,1.37,0.623,0.248
2,2,llama-3.1-8b-instruct+qwen3.6-plus,781,0.181,0.24,1.33,0.636,0.465
2,2,llama-3.3-70b-instruct+gpt-oss-20b,773,0.179,0.232,1.3,0.609,0.263
2,2,llama-3.1-8b-instruct+gpt-oss-120b,773,0.18,0.229,1.28,0.616,0.428
2,2,llama-3.1-8b-instruct+qwen3.6-27b,781,0.181,0.228,1.26,0.613,0.46
2,2,llama-3.1-8b-instruct+qwen3.6-35b-a3b,773,0.182,0.225,1.24,0.604,0.44
2,1,llama-3.1-8b-instruct+llama-4-maverick,781,0.181,0.218,1.21,0.595,0.44
2,2,llama-3.1-8b-instruct+gpt-oss-20b,779,0.181,0.199,1.1,0.551,0.42
2,1,llama-3.1-8b-instruct+llama-3.3-70b-instruct,766,0.18,0.188,1.05,0.526,0.407
3,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.555,3.11,0.854,0.197
3,2,gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.539,3.02,0.806,0.132
3,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.534,2.99,0.842,0.168
3,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.526,2.95,0.841,0.179
3,2,gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.527,2.95,0.834,0.183
3,2,gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.521,2.92,0.834,0.17
3,2,gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.518,2.9,0.812,0.144
3,2,gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.516,2.89,0.779,0.111
3,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.501,2.81,0.821,0.17
3,2,gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.499,2.8,0.827,0.186
3,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.49,2.75,0.827,0.197
3,2,gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.481,2.69,0.802,0.216
3,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-plus,790,0.178,0.477,2.68,0.812,0.208
3,2,llama-3.3-70b-instruct+qwen3.6-27b+qwen3.6-plus,790,0.178,0.473,2.65,0.784,0.167
3,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.473,2.65,0.818,0.213
3,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.179,0.471,2.63,0.822,0.233
3,1,qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.469,2.63,0.776,0.127
3,2,llama-3.3-70b-instruct+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.464,2.6,0.804,0.185
3,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.461,2.58,0.803,0.218
3,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.459,2.57,0.8,0.173
3,2,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.456,2.56,0.814,0.214
3,2,gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.179,0.454,2.54,0.814,0.226
3,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.442,2.48,0.786,0.205
3,2,llama-3.3-70b-instruct+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.44,2.47,0.785,0.184
3,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.429,2.4,0.797,0.228
3,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b,790,0.178,0.427,2.39,0.789,0.204
3,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-35b-a3b,790,0.178,0.426,2.39,0.79,0.219
3,2,gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,789,0.179,0.427,2.39,0.794,0.226
3,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.178,0.425,2.38,0.799,0.234
3,3,llama-4-maverick+gpt-oss-120b+qwen3.6-plus,790,0.178,0.42,2.35,0.786,0.244
3,2,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.412,2.31,0.784,0.249
3,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-plus,790,0.178,0.409,2.29,0.779,0.25
3,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.405,2.27,0.771,0.211
3,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.178,0.399,2.23,0.773,0.231
3,3,llama-4-maverick+gpt-oss-20b+qwen3.6-plus,790,0.178,0.396,2.22,0.778,0.283
3,1,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.397,2.22,0.78,0.233
3,2,llama-4-maverick+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.395,2.21,0.77,0.216
3,3,llama-4-maverick+gpt-oss-120b+qwen3.6-27b,790,0.178,0.392,2.2,0.767,0.242
3,2,llama-4-maverick+qwen3.6-27b+qwen3.6-plus,790,0.178,0.391,2.19,0.76,0.204
3,2,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol,790,0.178,0.385,2.16,0.761,0.247
3,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.384,2.15,0.737,0.342
3,3,llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b,790,0.178,0.382,2.14,0.758,0.251
3,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-plus,790,0.178,0.379,2.12,0.749,0.366
3,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-plus,790,0.178,0.376,2.11,0.752,0.24
3,2,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol,790,0.178,0.377,2.11,0.767,0.279
3,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,789,0.179,0.378,2.11,0.771,0.238
3,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol,790,0.178,0.371,2.08,0.755,0.242
3,2,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.369,2.07,0.753,0.37
3,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.369,2.07,0.747,0.355
3,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.365,2.04,0.732,0.347
3,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b,790,0.178,0.362,2.03,0.749,0.241
3,2,llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.363,2.03,0.759,0.216
3,3,llama-4-maverick+gpt-oss-20b+qwen3.6-27b,790,0.178,0.354,1.98,0.751,0.276
3,3,llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b,789,0.179,0.353,1.98,0.749,0.281
3,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-35b-a3b,789,0.179,0.348,1.95,0.749,0.251
3,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-27b,790,0.178,0.346,1.94,0.733,0.366
3,2,llama-3.1-8b-instruct+qwen3.6-27b+qwen3.6-plus,790,0.178,0.346,1.94,0.712,0.342
3,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b,790,0.178,0.341,1.91,0.723,0.232
3,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-35b-a3b,790,0.178,0.335,1.88,0.735,0.241
3,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-plus,790,0.178,0.323,1.81,0.708,0.386
3,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-35b-a3b,790,0.178,0.322,1.81,0.721,0.365
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+qwen3.6-plus,790,0.178,0.311,1.74,0.694,0.357
3,2,llama-3.1-8b-instruct+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.311,1.74,0.711,0.345
3,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol,790,0.178,0.308,1.73,0.714,0.387
3,2,llama-3.1-8b-instruct+llama-4-maverick+qwen3.6-plus,790,0.178,0.306,1.72,0.706,0.384
3,2,llama-3.1-8b-instruct+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.304,1.7,0.701,0.345
3,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b,790,0.178,0.304,1.7,0.703,0.25
3,2,llama-4-maverick+gpt-oss-20b+gpt-oss-120b,790,0.178,0.304,1.7,0.698,0.272
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol,790,0.178,0.301,1.69,0.702,0.362
3,2,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol,790,0.178,0.297,1.66,0.7,0.381
3,2,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b,790,0.178,0.288,1.61,0.688,0.236
3,2,llama-3.1-8b-instruct+llama-4-maverick+qwen3.6-27b,790,0.178,0.286,1.6,0.68,0.381
3,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-35b-a3b,789,0.179,0.286,1.6,0.675,0.376
3,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-27b,790,0.178,0.281,1.57,0.68,0.38
3,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b,790,0.178,0.278,1.56,0.675,0.384
3,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b,790,0.178,0.274,1.53,0.671,0.276
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+qwen3.6-27b,790,0.178,0.271,1.52,0.663,0.353
3,2,llama-3.1-8b-instruct+llama-4-maverick+qwen3.6-35b-a3b,790,0.178,0.27,1.51,0.674,0.379
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b,790,0.178,0.262,1.47,0.647,0.357
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+qwen3.6-35b-a3b,790,0.178,0.261,1.46,0.663,0.352
3,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b,790,0.178,0.258,1.45,0.643,0.391
3,2,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b,790,0.178,0.257,1.44,0.64,0.356
3,1,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick,790,0.178,0.239,1.34,0.615,0.365
3,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b,790,0.178,0.224,1.25,0.586,0.366
4,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.667,3.74,0.889,0.17
4,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.633,3.54,0.886,0.177
4,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.624,3.5,0.877,0.157
4,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.613,3.44,0.871,0.201
4,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.608,3.41,0.854,0.19
4,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.603,3.38,0.872,0.19
4,2,gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.596,3.34,0.872,0.166
4,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.592,3.32,0.87,0.207
4,2,gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.591,3.31,0.842,0.128
4,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.587,3.29,0.866,0.171
4,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.583,3.27,0.859,0.199
4,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.582,3.26,0.85,0.187
4,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.576,3.23,0.86,0.205
4,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.569,3.19,0.847,0.22
4,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.567,3.18,0.857,0.192
4,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.568,3.18,0.843,0.155
4,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.566,3.17,0.85,0.213
4,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.563,3.16,0.846,0.215
4,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.558,3.13,0.857,0.174
4,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.559,3.13,0.859,0.212
4,2,gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.556,3.12,0.848,0.199
4,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.555,3.11,0.858,0.225
4,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.554,3.1,0.826,0.218
4,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.547,3.07,0.843,0.199
4,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.548,3.07,0.856,0.22
4,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.543,3.04,0.848,0.217
4,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.539,3.02,0.842,0.195
4,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.538,3.01,0.839,0.232
4,2,llama-3.3-70b-instruct+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.537,3.01,0.834,0.166
4,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.536,3.0,0.83,0.22
4,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.533,2.99,0.833,0.312
4,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.528,2.96,0.835,0.22
4,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.529,2.96,0.842,0.231
4,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.525,2.94,0.83,0.316
4,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.525,2.94,0.82,0.311
4,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.525,2.94,0.835,0.228
4,3,llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.524,2.94,0.833,0.215
4,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.524,2.94,0.838,0.22
4,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.523,2.93,0.819,0.183
4,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.52,2.91,0.837,0.245
4,3,llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.515,2.88,0.832,0.223
4,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.51,2.86,0.828,0.322
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.504,2.82,0.822,0.214
4,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.502,2.81,0.831,0.255
4,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.499,2.8,0.795,0.286
4,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.499,2.8,0.808,0.293
4,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.5,2.8,0.834,0.2
4,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.494,2.77,0.819,0.246
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.492,2.76,0.819,0.227
4,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.488,2.74,0.816,0.225
4,3,llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.488,2.73,0.817,0.245
4,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.485,2.72,0.812,0.315
4,3,llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.484,2.71,0.82,0.224
4,3,llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.48,2.69,0.824,0.251
4,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.178,0.475,2.66,0.816,0.232
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.473,2.65,0.797,0.308
4,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.473,2.65,0.804,0.298
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-plus,790,0.178,0.472,2.64,0.805,0.235
4,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.469,2.63,0.806,0.22
4,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-plus,790,0.178,0.467,2.62,0.794,0.211
4,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.464,2.6,0.804,0.316
4,2,llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.464,2.6,0.818,0.191
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.461,2.58,0.802,0.215
4,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.178,0.455,2.55,0.808,0.258
4,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.453,2.54,0.807,0.238
4,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.452,2.53,0.793,0.331
4,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.451,2.53,0.778,0.331
4,2,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.445,2.49,0.807,0.232
4,2,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.444,2.48,0.799,0.258
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+qwen3.6-27b+qwen3.6-plus,790,0.178,0.439,2.46,0.764,0.305
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-plus,790,0.178,0.437,2.45,0.77,0.322
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.437,2.45,0.78,0.309
4,3,llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.437,2.45,0.806,0.25
4,2,llama-3.1-8b-instruct+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.436,2.44,0.778,0.29
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.433,2.43,0.792,0.316
4,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.178,0.434,2.43,0.793,0.228
4,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.431,2.42,0.783,0.33
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-plus,790,0.178,0.432,2.42,0.785,0.262
4,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.433,2.42,0.789,0.219
